id,age,job,marital,education,defaultloan,housingloan,loan
19948,30,services,married,high.school,no,yes,no
20078,30,services,married,high.school,no,no,no
20695,30,housemaid,married,high.school,unknown,no,no
20840,30,housemaid,married,high.school,unknown,yes,yes
25845,30,technician,married,professional.course,no,no,no
25895,30,technician,married,university.degree,no,no,no
27441,30,unemployed,married,professional.course,no,unknown,unknown
31061,30,blue-collar,married,unknown,no,yes,no
31477,30,blue-collar,married,basic.4y,no,yes,no
32925,30,blue-collar,married,basic.4y,no,no,no
37037,30,admin.,divorced,basic.6y,no,no,no
37320,30,admin.,divorced,university.degree,no,yes,no
39814,30,technician,divorced,basic.9y,no,yes,yes
1535,30,admin.,single,university.degree,no,no,no
3231,30,admin.,single,university.degree,no,yes,no
5271,30,services,single,high.school,no,yes,no
5841,30,services,single,high.school,no,yes,no
7082,30,technician,single,professional.course,no,no,no
7775,30,technician,single,professional.course,no,yes,no
9170,30,blue-collar,single,unknown,no,yes,yes
9708,30,blue-collar,single,basic.4y,no,yes,no
11974,30,admin.,married,university.degree,no,yes,no
12417,30,admin.,married,university.degree,no,yes,no
15443,30,admin.,married,university.degree,no,unknown,unknown
20509,30,services,married,high.school,no,no,no
23593,30,technician,married,professional.course,no,no,no
27040,30,technician,married,professional.course,no,yes,yes
27620,30,unemployed,married,unknown,no,yes,no
35894,30,self-employed,married,university.degree,no,no,no
40463,30,blue-collar,divorced,basic.4y,no,yes,yes
126,30,admin.,single,high.school,no,no,no
3794,30,admin.,single,university.degree,no,no,no
6548,30,management,single,basic.9y,no,yes,no
6780,30,technician,single,professional.course,no,no,no
6863,30,technician,single,university.degree,no,no,no
7654,30,technician,single,professional.course,no,yes,no
7781,30,technician,single,high.school,no,yes,no
11381,30,self-employed,single,university.degree,no,yes,no
14265,30,admin.,married,university.degree,no,yes,yes
22175,30,management,married,university.degree,no,no,no
24110,30,technician,married,university.degree,no,yes,no
27039,30,technician,married,professional.course,no,yes,no
29212,30,blue-collar,married,basic.4y,no,yes,no
30022,30,blue-collar,married,basic.9y,no,yes,no
34662,30,entrepreneur,married,professional.course,no,no,no
37579,30,admin.,divorced,high.school,no,yes,no
436,30,admin.,single,university.degree,no,yes,no
463,30,admin.,single,high.school,no,yes,no
506,30,admin.,single,high.school,no,yes,no
2990,30,admin.,single,university.degree,no,yes,no
6304,30,management,single,university.degree,no,yes,no
6409,30,management,single,university.degree,no,no,no
6847,30,technician,single,university.degree,unknown,no,no
8124,30,technician,single,university.degree,no,no,no
8269,30,technician,single,university.degree,no,yes,no
9250,30,blue-collar,single,basic.9y,no,yes,yes
9328,30,blue-collar,single,basic.4y,unknown,unknown,unknown
9364,30,blue-collar,single,high.school,no,yes,no
9821,30,blue-collar,single,basic.9y,no,yes,no
11193,30,self-employed,single,university.degree,no,yes,no
12883,30,admin.,married,high.school,no,no,no
14415,30,admin.,married,university.degree,no,no,no
23758,30,technician,married,university.degree,unknown,no,no
24558,30,technician,married,professional.course,no,no,no
25594,30,technician,married,high.school,no,yes,no
30459,30,blue-collar,married,basic.9y,no,no,yes
36445,30,self-employed,married,university.degree,no,yes,yes
37683,30,admin.,divorced,university.degree,no,yes,no
1885,30,admin.,single,university.degree,no,yes,no
2064,30,admin.,single,university.degree,no,no,no
2232,30,admin.,single,university.degree,no,yes,no
4750,30,student,single,professional.course,no,unknown,unknown
7081,30,technician,single,professional.course,no,yes,no
9120,30,unemployed,single,high.school,no,yes,yes
10052,30,blue-collar,single,basic.4y,unknown,yes,yes
11117,30,entrepreneur,single,university.degree,no,no,no
11415,30,self-employed,single,university.degree,no,yes,no
11921,30,admin.,married,university.degree,no,yes,no
12755,30,admin.,married,high.school,no,no,no
15275,30,admin.,married,university.degree,no,no,yes
20216,30,services,married,high.school,no,no,no
23051,30,management,married,university.degree,no,yes,no
24762,30,technician,married,professional.course,no,yes,yes
32507,30,blue-collar,married,basic.9y,no,yes,no
35289,30,entrepreneur,married,professional.course,no,yes,yes
37363,30,admin.,divorced,university.degree,no,no,yes
256,30,admin.,single,university.degree,no,no,no
893,30,admin.,single,university.degree,no,yes,no
1449,30,admin.,single,university.degree,no,no,no
1522,30,admin.,single,university.degree,no,no,no
1596,30,admin.,single,university.degree,no,no,no
2175,30,admin.,single,university.degree,no,yes,no
2240,30,admin.,single,university.degree,no,yes,no
2960,30,admin.,single,university.degree,no,yes,no
5873,30,services,single,high.school,no,no,no
7755,30,technician,single,professional.course,no,no,yes
9128,30,unemployed,single,professional.course,no,yes,no
9539,30,blue-collar,single,basic.9y,unknown,no,no
11103,30,entrepreneur,single,basic.9y,no,yes,no
12238,30,admin.,married,high.school,no,yes,no
19874,30,services,married,basic.6y,no,unknown,unknown
20533,30,services,married,university.degree,no,yes,no
23458,30,management,married,university.degree,no,yes,no
28945,30,blue-collar,married,basic.9y,no,no,no
34175,30,blue-collar,married,professional.course,no,yes,no
36480,30,self-employed,married,university.degree,no,yes,no
36614,30,admin.,divorced,high.school,no,yes,no
38304,30,services,divorced,basic.9y,no,yes,no
7241,30,technician,single,university.degree,no,yes,no
9541,30,blue-collar,single,basic.6y,no,yes,no
13016,30,admin.,married,high.school,no,yes,no
15703,30,admin.,married,high.school,no,yes,no
19972,30,services,married,high.school,unknown,no,yes
27601,30,unemployed,married,basic.9y,no,yes,no
29491,30,blue-collar,married,basic.4y,unknown,yes,no
31132,30,blue-collar,married,basic.9y,unknown,yes,no
33615,30,blue-collar,married,basic.9y,no,yes,no
34120,30,blue-collar,married,basic.6y,no,no,no
773,30,admin.,single,university.degree,no,no,no
1434,30,admin.,single,university.degree,no,yes,no
1704,30,admin.,single,university.degree,no,no,no
2003,30,admin.,single,university.degree,no,yes,no
4752,30,student,single,professional.course,no,yes,no
4899,30,services,single,high.school,no,no,no
6492,30,management,single,high.school,no,no,yes
6969,30,technician,single,university.degree,unknown,yes,no
7448,30,technician,single,university.degree,unknown,yes,no
7687,30,technician,single,professional.course,no,no,no
7833,30,technician,single,university.degree,no,no,yes
11345,30,self-employed,single,university.degree,no,yes,no
12424,30,admin.,married,university.degree,no,no,no
16347,30,admin.,married,university.degree,no,yes,yes
21118,30,housemaid,married,basic.6y,no,yes,no
24804,30,technician,married,professional.course,no,yes,yes
28206,30,blue-collar,married,basic.4y,no,no,no
40920,30,entrepreneur,divorced,university.degree,no,no,no
624,30,admin.,single,university.degree,no,no,no
1572,30,admin.,single,university.degree,no,yes,yes
2594,30,admin.,single,university.degree,no,no,no
5482,30,services,single,high.school,no,no,no
6806,30,technician,single,professional.course,no,yes,no
7524,30,technician,single,university.degree,no,no,yes
8078,30,technician,single,university.degree,no,no,yes
9574,30,blue-collar,single,basic.9y,no,no,no
9694,30,blue-collar,single,unknown,no,no,yes
9769,30,blue-collar,single,basic.4y,no,no,no
10498,30,blue-collar,single,basic.6y,no,no,no
11720,30,admin.,married,high.school,no,yes,yes
13618,30,admin.,married,high.school,no,no,no
18284,30,unknown,married,university.degree,no,yes,no
22521,30,management,married,university.degree,no,no,yes
22525,30,management,married,university.degree,no,no,no
27450,30,unemployed,married,high.school,no,yes,no
29725,30,blue-collar,married,basic.4y,no,yes,no
33214,30,blue-collar,married,basic.9y,no,no,no
36735,30,admin.,divorced,university.degree,no,no,yes
39501,30,technician,divorced,professional.course,no,no,yes
41002,30,entrepreneur,divorced,high.school,no,no,no
8383,30,technician,single,basic.9y,no,no,yes
13328,30,admin.,married,high.school,no,yes,no
14934,30,admin.,married,university.degree,no,yes,no
15047,30,admin.,married,university.degree,no,no,no
20420,30,services,married,high.school,no,no,no
29454,30,blue-collar,married,basic.9y,no,yes,no
35480,30,entrepreneur,married,university.degree,no,no,no
36837,30,admin.,divorced,university.degree,unknown,yes,no
39690,30,technician,divorced,high.school,no,no,no
40072,30,unemployed,divorced,high.school,no,no,no
498,30,admin.,single,high.school,unknown,no,no
1153,30,admin.,single,high.school,no,no,no
1348,30,admin.,single,high.school,no,no,yes
2825,30,admin.,single,university.degree,no,no,no
4035,30,student,single,high.school,no,no,no
5090,30,services,single,high.school,no,no,no
6362,30,management,single,high.school,no,no,yes
7571,30,technician,single,professional.course,no,no,no
7777,30,technician,single,professional.course,no,yes,no
11220,30,self-employed,single,high.school,no,yes,yes
16150,30,admin.,married,university.degree,no,yes,no
21157,30,housemaid,married,university.degree,no,yes,no
23506,30,management,married,university.degree,no,yes,no
23527,30,management,married,university.degree,no,no,yes
25798,30,technician,married,professional.course,no,no,no
30452,30,blue-collar,married,basic.9y,no,yes,no
31276,30,blue-collar,married,basic.6y,no,no,no
39049,30,management,divorced,basic.4y,no,yes,no
129,30,admin.,single,university.degree,no,yes,no
3674,30,admin.,single,high.school,no,yes,no
4153,30,student,single,high.school,no,no,no
5465,30,services,single,high.school,no,yes,no
7480,30,technician,single,professional.course,no,yes,no
8500,30,technician,single,professional.course,no,yes,no
8539,30,technician,single,professional.course,no,no,no
9551,30,blue-collar,single,basic.4y,no,no,no
10232,30,blue-collar,single,basic.9y,no,yes,no
11265,30,self-employed,single,university.degree,no,no,no
14327,30,admin.,married,university.degree,no,yes,yes
16409,30,admin.,married,university.degree,no,yes,no
18335,30,unknown,married,professional.course,no,no,no
19094,30,services,married,high.school,no,yes,no
22173,30,management,married,university.degree,no,no,yes
23156,30,management,married,university.degree,no,yes,no
27611,30,unemployed,married,university.degree,no,no,no
27632,30,unemployed,married,professional.course,no,yes,no
31354,30,blue-collar,married,unknown,no,no,no
39339,30,technician,divorced,professional.course,no,yes,no
125,30,admin.,single,high.school,no,yes,yes
3260,30,admin.,single,university.degree,no,no,no
3263,30,admin.,single,professional.course,no,unknown,unknown
3545,30,admin.,single,university.degree,no,yes,no
3724,30,admin.,single,university.degree,no,yes,no
5345,30,services,single,high.school,unknown,yes,no
5628,30,services,single,high.school,no,yes,yes
6312,30,management,single,high.school,no,no,no
7557,30,technician,single,university.degree,no,yes,yes
8877,30,technician,single,professional.course,no,no,no
9257,30,blue-collar,single,basic.9y,no,yes,no
9749,30,blue-collar,single,high.school,no,no,no
9851,30,blue-collar,single,basic.9y,no,yes,yes
15444,30,admin.,married,university.degree,no,yes,no
18991,30,services,married,high.school,no,no,yes
22922,30,management,married,university.degree,no,no,no
25514,30,technician,married,professional.course,no,yes,no
1354,30,admin.,single,high.school,no,no,no
1700,30,admin.,single,university.degree,no,no,no
1800,30,admin.,single,university.degree,no,yes,no
1864,30,admin.,single,high.school,no,no,no
6913,30,technician,single,university.degree,unknown,no,no
7895,30,technician,single,university.degree,no,no,no
8346,30,technician,single,professional.course,no,yes,no
9526,30,blue-collar,single,basic.4y,unknown,no,no
9620,30,blue-collar,single,basic.4y,unknown,no,yes
11049,30,entrepreneur,single,university.degree,no,no,no
11259,30,self-employed,single,university.degree,no,no,no
15959,30,admin.,married,high.school,no,no,no
22919,30,management,married,university.degree,no,yes,no
25463,30,technician,married,professional.course,no,no,no
40211,30,blue-collar,divorced,basic.9y,no,yes,no
1762,30,admin.,single,university.degree,no,yes,no
3383,30,admin.,single,university.degree,no,no,no
4136,30,student,single,university.degree,no,no,no
4780,30,student,single,high.school,no,yes,no
5930,30,services,single,high.school,no,yes,no
9594,30,blue-collar,single,unknown,no,no,no
10649,30,blue-collar,single,high.school,no,no,no
14847,30,admin.,married,high.school,no,no,no
19092,30,services,married,unknown,no,yes,no
19253,30,services,married,high.school,no,yes,no
26036,30,technician,married,professional.course,no,yes,no
26990,30,technician,married,professional.course,no,yes,no
27948,30,blue-collar,married,basic.4y,no,no,no
28928,30,blue-collar,married,basic.9y,no,no,no
28960,30,blue-collar,married,basic.9y,no,yes,no
916,30,admin.,single,university.degree,no,no,no
1370,30,admin.,single,university.degree,no,yes,no
2226,30,admin.,single,high.school,no,no,no
2297,30,admin.,single,high.school,no,no,yes
3685,30,admin.,single,university.degree,no,unknown,unknown
4880,30,services,single,high.school,no,no,no
5990,30,services,single,university.degree,no,yes,no
8795,30,technician,single,university.degree,no,unknown,unknown
9592,30,blue-collar,single,unknown,no,no,no
10764,30,blue-collar,single,basic.9y,no,no,no
10853,30,blue-collar,single,basic.9y,no,no,no
11009,30,entrepreneur,single,high.school,no,no,no
13323,30,admin.,married,university.degree,no,no,no
13573,30,admin.,married,unknown,no,no,no
15037,30,admin.,married,basic.9y,no,yes,yes
19281,30,services,married,high.school,no,yes,no
25582,30,technician,married,professional.course,no,yes,no
31466,30,blue-collar,married,basic.4y,no,yes,no
33439,30,blue-collar,married,basic.4y,no,no,no
36377,30,self-employed,married,professional.course,no,yes,no
1182,30,admin.,single,high.school,no,no,yes
1356,30,admin.,single,high.school,no,yes,no
1760,30,admin.,single,university.degree,no,yes,no
1821,30,admin.,single,university.degree,no,no,no
2608,30,admin.,single,university.degree,no,yes,no
3514,30,admin.,single,university.degree,no,no,yes
4436,30,student,single,university.degree,no,no,no
4800,30,unknown,single,university.degree,no,no,no
6475,30,management,single,university.degree,no,yes,yes
10259,30,blue-collar,single,basic.9y,no,no,no
10816,30,blue-collar,single,high.school,no,yes,yes
14931,30,admin.,married,university.degree,no,yes,yes
14995,30,admin.,married,university.degree,unknown,yes,no
18282,30,unknown,married,university.degree,no,yes,no
21159,30,housemaid,married,university.degree,no,yes,no
23162,30,management,married,university.degree,no,yes,no
30950,30,blue-collar,married,basic.9y,no,yes,no
284,30,admin.,single,high.school,no,no,no
1566,30,admin.,single,university.degree,no,no,no
1909,30,admin.,single,university.degree,no,no,no
2017,30,admin.,single,university.degree,no,yes,yes
2900,30,admin.,single,high.school,no,yes,no
3174,30,admin.,single,high.school,no,yes,no
7075,30,technician,single,high.school,no,no,no
7129,30,technician,single,professional.course,no,yes,no
7476,30,technician,single,professional.course,no,yes,no
7490,30,technician,single,professional.course,no,no,no
7516,30,technician,single,high.school,no,no,no
14117,30,admin.,married,university.degree,no,no,no
14171,30,admin.,married,university.degree,no,no,no
15822,30,admin.,married,high.school,no,no,no
18709,30,services,married,high.school,no,yes,no
19998,30,services,married,high.school,no,yes,no
25661,30,technician,married,university.degree,no,yes,yes
27139,30,technician,married,professional.course,no,no,no
29156,30,blue-collar,married,basic.6y,no,no,no
35506,30,entrepreneur,married,high.school,no,yes,yes
37391,30,admin.,divorced,high.school,no,no,no
37393,30,admin.,divorced,high.school,no,yes,no
38933,30,management,divorced,high.school,no,no,yes
1184,30,admin.,single,university.degree,no,no,yes
1832,30,admin.,single,university.degree,no,yes,no
2169,30,admin.,single,basic.9y,no,no,no
3668,30,admin.,single,university.degree,no,no,no
5737,30,services,single,basic.6y,no,yes,no
7829,30,technician,single,professional.course,no,yes,no
8879,30,technician,single,professional.course,no,unknown,unknown
9346,30,blue-collar,single,basic.9y,unknown,no,yes
12249,30,admin.,married,university.degree,no,no,no
12299,30,admin.,married,university.degree,no,yes,no
12547,30,admin.,married,high.school,no,yes,no
13811,30,admin.,married,university.degree,no,no,yes
15445,30,admin.,married,university.degree,no,yes,no
18437,30,services,married,university.degree,no,yes,no
21772,30,management,married,basic.9y,no,yes,no
23715,30,technician,married,university.degree,no,no,no
25646,30,technician,married,university.degree,no,no,yes
26175,30,technician,married,university.degree,no,no,no
33711,30,blue-collar,married,basic.9y,no,yes,no
40313,30,blue-collar,divorced,basic.9y,no,yes,no
898,31,admin.,single,university.degree,no,yes,yes
1723,31,admin.,single,university.degree,unknown,no,no
2280,31,admin.,single,university.degree,no,yes,no
6062,31,housemaid,single,high.school,no,yes,no
7171,31,technician,single,professional.course,no,yes,no
7966,31,technician,single,university.degree,no,yes,no
9344,31,blue-collar,single,basic.9y,no,no,no
11612,31,admin.,married,high.school,no,yes,yes
14039,31,admin.,married,university.degree,no,yes,no
16272,31,admin.,married,university.degree,no,no,no
18598,31,services,married,high.school,no,no,no
20944,31,housemaid,married,basic.9y,no,yes,no
26207,31,technician,married,basic.6y,no,yes,no
27177,31,technician,married,university.degree,no,no,no
37244,31,admin.,divorced,university.degree,no,no,yes
38566,31,services,divorced,high.school,no,no,no
39313,31,technician,divorced,basic.9y,no,no,no
40009,31,technician,divorced,university.degree,no,no,no
465,31,admin.,single,high.school,no,yes,no
1486,31,admin.,single,university.degree,no,yes,yes
2610,31,admin.,single,university.degree,no,yes,no
4891,31,services,single,high.school,no,yes,no
5209,31,services,single,high.school,no,no,no
5746,31,services,single,high.school,no,yes,no
6088,31,housemaid,single,high.school,no,yes,no
6257,31,management,single,basic.9y,no,yes,no
6338,31,management,single,university.degree,no,no,no
7230,31,technician,single,unknown,no,unknown,unknown
7402,31,technician,single,professional.course,no,yes,no
7425,31,technician,single,high.school,no,no,no
7435,31,technician,single,university.degree,no,yes,no
7754,31,technician,single,university.degree,unknown,no,no
8262,31,technician,single,university.degree,no,yes,no
8364,31,technician,single,university.degree,no,yes,no
10046,31,blue-collar,single,basic.4y,no,no,no
10183,31,blue-collar,single,professional.course,no,yes,no
10464,31,blue-collar,single,high.school,no,no,no
12341,31,admin.,married,high.school,no,no,no
14072,31,admin.,married,university.degree,no,no,no
16119,31,admin.,married,high.school,no,no,no
20142,31,services,married,high.school,no,no,no
20217,31,services,married,high.school,no,no,yes
20917,31,housemaid,married,basic.4y,no,no,no
27016,31,technician,married,unknown,no,no,no
29311,31,blue-collar,married,basic.6y,no,no,no
29806,31,blue-collar,married,basic.9y,no,yes,no
30608,31,blue-collar,married,basic.6y,unknown,no,no
36910,31,admin.,divorced,high.school,no,no,no
38471,31,services,divorced,high.school,unknown,yes,no
1634,31,admin.,single,university.degree,no,yes,no
2458,31,admin.,single,university.degree,no,no,yes
4698,31,student,single,university.degree,no,no,no
5122,31,services,single,professional.course,no,no,no
5522,31,services,single,high.school,no,yes,no
5596,31,services,single,high.school,no,no,no
6986,31,technician,single,university.degree,no,no,no
7883,31,technician,single,high.school,no,no,no
8253,31,technician,single,professional.course,no,yes,no
8933,31,unemployed,single,professional.course,no,no,no
10466,31,blue-collar,single,high.school,no,no,no
10865,31,blue-collar,single,basic.9y,no,yes,no
11938,31,admin.,married,high.school,no,no,no
15021,31,admin.,married,university.degree,no,yes,no
15034,31,admin.,married,university.degree,no,no,no
21101,31,housemaid,married,basic.4y,no,yes,no
23861,31,technician,married,university.degree,no,no,no
26053,31,technician,married,high.school,no,no,no
33913,31,blue-collar,married,basic.9y,unknown,yes,yes
35236,31,entrepreneur,married,high.school,no,yes,no
36366,31,self-employed,married,university.degree,no,no,no
1643,31,admin.,single,university.degree,unknown,no,yes
4183,31,student,single,unknown,unknown,no,yes
5435,31,services,single,high.school,unknown,yes,no
5689,31,services,single,high.school,unknown,no,no
5913,31,services,single,university.degree,no,no,no
7652,31,technician,single,university.degree,no,yes,no
7972,31,technician,single,university.degree,no,yes,yes
8571,31,technician,single,high.school,unknown,yes,yes
15715,31,admin.,married,university.degree,no,yes,no
15810,31,admin.,married,high.school,no,yes,no
24774,31,technician,married,professional.course,no,yes,no
26645,31,technician,married,university.degree,no,yes,no
26646,31,technician,married,university.degree,no,yes,no
26777,31,technician,married,university.degree,no,yes,no
28923,31,blue-collar,married,basic.4y,no,no,no
30884,31,blue-collar,married,high.school,no,yes,no
32907,31,blue-collar,married,basic.9y,no,yes,no
33327,31,blue-collar,married,basic.4y,no,yes,no
37560,31,admin.,divorced,university.degree,no,yes,no
39699,31,technician,divorced,high.school,no,yes,no
1757,31,admin.,single,high.school,unknown,yes,no
2113,31,admin.,single,high.school,no,yes,no
2306,31,admin.,single,university.degree,no,no,no
2316,31,admin.,single,university.degree,no,no,yes
3224,31,admin.,single,university.degree,no,no,yes
3870,31,admin.,single,university.degree,no,yes,no
4089,31,student,single,university.degree,no,yes,no
5857,31,services,single,high.school,no,yes,no
6399,31,management,single,university.degree,no,yes,no
6406,31,management,single,university.degree,no,yes,no
6746,31,technician,single,university.degree,unknown,yes,yes
6787,31,technician,single,university.degree,no,yes,no
7573,31,technician,single,university.degree,no,no,no
7800,31,technician,single,professional.course,unknown,no,no
8225,31,technician,single,professional.course,no,yes,no
9179,31,blue-collar,single,basic.9y,no,yes,no
11157,31,entrepreneur,single,basic.9y,unknown,no,no
11680,31,admin.,married,university.degree,unknown,no,no
19102,31,services,married,high.school,unknown,no,yes
28535,31,blue-collar,married,basic.6y,unknown,no,no
30293,31,blue-collar,married,basic.9y,no,yes,no
36732,31,admin.,divorced,high.school,no,no,yes
795,31,admin.,single,high.school,no,yes,no
842,31,admin.,single,high.school,no,no,no
2314,31,admin.,single,university.degree,no,yes,no
2381,31,admin.,single,university.degree,no,yes,no
3293,31,admin.,single,university.degree,no,no,no
3795,31,admin.,single,high.school,no,no,no
6131,31,management,single,university.degree,no,yes,no
7849,31,technician,single,professional.course,no,no,no
7992,31,technician,single,professional.course,no,no,no
11452,31,self-employed,single,high.school,no,yes,no
12125,31,admin.,married,high.school,no,yes,no
19641,31,services,married,professional.course,unknown,yes,no
24731,31,technician,married,professional.course,no,no,yes
25650,31,technician,married,university.degree,unknown,no,no
30966,31,blue-collar,married,high.school,no,no,yes
34656,31,entrepreneur,married,basic.9y,no,no,no
36456,31,self-employed,married,university.degree,no,no,no
36574,31,self-employed,unknown,professional.course,no,no,no
38597,31,services,divorced,high.school,no,yes,no
39188,31,management,divorced,university.degree,no,yes,no
3048,31,admin.,single,basic.9y,no,yes,yes
3849,31,admin.,single,university.degree,no,unknown,unknown
5887,31,services,single,university.degree,no,yes,no
10094,31,blue-collar,single,high.school,no,yes,no
11123,31,entrepreneur,single,high.school,no,no,no
13319,31,admin.,married,university.degree,no,no,no
14566,31,admin.,married,university.degree,no,yes,no
14572,31,admin.,married,university.degree,no,no,no
20531,31,services,married,high.school,no,yes,no
25281,31,technician,married,professional.course,no,yes,yes
25618,31,technician,married,university.degree,no,yes,no
25911,31,technician,married,professional.course,no,no,no
26213,31,technician,married,high.school,no,yes,yes
27103,31,technician,married,professional.course,no,yes,no
29696,31,blue-collar,married,basic.9y,no,yes,no
39251,31,technician,divorced,professional.course,no,yes,yes
3618,31,admin.,single,university.degree,no,yes,no
5312,31,services,single,high.school,no,no,no
5931,31,services,single,professional.course,no,yes,no
6529,31,management,single,university.degree,no,no,no
9662,31,blue-collar,single,high.school,no,yes,no
10278,31,blue-collar,single,high.school,no,no,no
10768,31,blue-collar,single,professional.course,no,yes,no
14956,31,admin.,married,university.degree,no,yes,yes
18536,31,services,married,high.school,no,yes,no
19249,31,services,married,high.school,unknown,no,no
28345,31,blue-collar,married,basic.9y,no,yes,no
30753,31,blue-collar,married,basic.9y,no,no,no
33159,31,blue-collar,married,basic.9y,no,yes,no
33503,31,blue-collar,married,basic.9y,no,yes,no
33691,31,blue-collar,married,basic.6y,no,no,no
34347,31,blue-collar,married,basic.9y,unknown,yes,no
34967,31,entrepreneur,married,university.degree,unknown,yes,no
36587,31,admin.,divorced,high.school,no,no,no
36785,31,admin.,divorced,high.school,no,no,no
2859,31,admin.,single,university.degree,no,no,no
3745,31,admin.,single,university.degree,no,yes,no
3769,31,admin.,single,university.degree,no,no,no
7658,31,technician,single,university.degree,no,no,no
8309,31,technician,single,high.school,no,no,no
9001,31,unemployed,single,university.degree,no,yes,no
10180,31,blue-collar,single,professional.course,no,no,no
11000,31,entrepreneur,single,basic.9y,no,no,no
11163,31,entrepreneur,single,university.degree,no,yes,yes
12659,31,admin.,married,high.school,no,yes,yes
16768,31,admin.,married,university.degree,no,yes,no
20331,31,services,married,high.school,no,no,no
24305,31,technician,married,university.degree,no,no,no
26214,31,technician,married,professional.course,no,yes,no
26855,31,technician,married,university.degree,no,no,no
29215,31,blue-collar,married,basic.9y,no,no,no
30814,31,blue-collar,married,basic.9y,no,yes,no
33780,31,blue-collar,married,basic.6y,no,no,no
34831,31,entrepreneur,married,high.school,no,yes,no
38487,31,services,divorced,high.school,no,yes,no
40,31,admin.,single,university.degree,no,no,no
2193,31,admin.,single,university.degree,no,yes,yes
9831,31,blue-collar,single,basic.4y,no,yes,no
11541,31,self-employed,single,university.degree,no,no,no
21746,31,management,married,university.degree,no,no,no
24847,31,technician,married,professional.course,no,no,no
25417,31,technician,married,university.degree,no,yes,yes
27323,31,unemployed,married,basic.6y,no,yes,no
29661,31,blue-collar,married,basic.9y,no,yes,no
29732,31,blue-collar,married,basic.9y,no,no,no
30595,31,blue-collar,married,basic.9y,no,unknown,unknown
33184,31,blue-collar,married,high.school,no,yes,no
34076,31,blue-collar,married,basic.6y,unknown,no,no
34877,31,entrepreneur,married,high.school,no,yes,no
36631,31,admin.,divorced,high.school,no,no,no
38646,31,services,divorced,high.school,no,no,no
39438,31,technician,divorced,professional.course,no,yes,no
40369,31,blue-collar,divorced,basic.9y,no,yes,no
1740,31,admin.,single,university.degree,no,no,yes
1877,31,admin.,single,university.degree,no,no,yes
3211,31,admin.,single,university.degree,no,yes,no
5634,31,services,single,high.school,no,yes,no
7433,31,technician,single,university.degree,no,unknown,unknown
9194,31,blue-collar,single,basic.9y,no,no,no
11446,31,self-employed,single,university.degree,no,no,no
26675,31,technician,married,professional.course,no,yes,no
39435,31,technician,divorced,professional.course,no,unknown,unknown
39705,31,technician,divorced,professional.course,no,yes,no
40366,31,blue-collar,divorced,basic.9y,no,yes,yes
2276,31,admin.,single,high.school,no,yes,yes
2570,31,admin.,single,high.school,no,no,no
5756,31,services,single,high.school,no,yes,no
7799,31,technician,single,professional.course,no,yes,no
9217,31,blue-collar,single,professional.course,no,no,no
9447,31,blue-collar,single,high.school,no,yes,no
10095,31,blue-collar,single,high.school,no,no,no
10336,31,blue-collar,single,high.school,no,yes,no
19144,31,services,married,high.school,no,yes,no
19275,31,services,married,high.school,no,no,no
20244,31,services,married,high.school,no,yes,no
20967,31,housemaid,married,high.school,no,yes,no
22422,31,management,married,university.degree,no,no,no
23898,31,technician,married,basic.9y,unknown,yes,no
25409,31,technician,married,professional.course,no,yes,no
30224,31,blue-collar,married,basic.9y,unknown,yes,no
30754,31,blue-collar,married,basic.9y,no,yes,no
31371,31,blue-collar,married,basic.9y,unknown,yes,yes
31431,31,blue-collar,married,basic.4y,no,yes,no
35880,31,self-employed,married,university.degree,no,yes,no
39988,31,technician,divorced,professional.course,no,yes,no
2266,31,admin.,single,high.school,no,no,no
3301,31,admin.,single,high.school,no,no,no
3352,31,admin.,single,university.degree,no,no,no
5146,31,services,single,high.school,no,yes,no
5185,31,services,single,high.school,no,no,yes
5526,31,services,single,high.school,no,yes,no
5535,31,services,single,high.school,no,yes,no
9137,31,unemployed,single,high.school,no,yes,no
10254,31,blue-collar,single,high.school,no,yes,no
14000,31,admin.,married,university.degree,unknown,yes,no
14446,31,admin.,married,university.degree,no,no,no
15777,31,admin.,married,high.school,no,unknown,unknown
18935,31,services,married,high.school,no,no,no
19055,31,services,married,high.school,no,no,yes
22469,31,management,married,university.degree,no,no,no
25550,31,technician,married,professional.course,no,no,no
27514,31,unemployed,married,university.degree,no,no,no
28035,31,blue-collar,married,basic.4y,no,yes,no
30172,31,blue-collar,married,basic.9y,no,no,no
31065,31,blue-collar,married,basic.9y,no,yes,no
31377,31,blue-collar,married,basic.9y,no,no,no
36869,31,admin.,divorced,high.school,no,yes,yes
2294,31,admin.,single,university.degree,no,yes,no
3860,31,admin.,single,university.degree,no,yes,no
5011,31,services,single,professional.course,no,no,no
6840,31,technician,single,university.degree,no,yes,no
7148,31,technician,single,university.degree,no,yes,no
7150,31,technician,single,university.degree,no,no,no
7844,31,technician,single,professional.course,no,no,no
8523,31,technician,single,university.degree,no,yes,no
9129,31,unemployed,single,university.degree,no,yes,no
9562,31,blue-collar,single,basic.9y,unknown,yes,no
10357,31,blue-collar,single,basic.9y,no,no,no
11121,31,entrepreneur,single,university.degree,no,no,no
12002,31,admin.,married,basic.9y,unknown,yes,no
18878,31,services,married,high.school,unknown,no,no
19951,31,services,married,basic.9y,no,yes,no
20153,31,services,married,basic.9y,no,no,no
21651,31,management,married,high.school,no,no,no
